Scenario,Description,Regimen,EKFC,Dose g,Interval h,Distribution ID,Distribution,CAZ CFR %,AVI weighted %,Joint CFR %,Δ Joint CFR pp,Joint PTA MIC4 %,Δ MIC4 pp,Toxicity %,Δ Toxicity pp,Origin class,Transformation,Review state
AVI_CL_LOW,AVI typical clearance −20%,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.37855932203391,93.47500000000001,92.1605720338983,5.221101694915248,92.16499999999999,4.404999999999987,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.21154411764707,93.47500000000001,90.06893382352942,5.1183455882353,92.16499999999999,4.404999999999987,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.84516666666667,93.475,93.45316666666666,5.319499999999991,92.16499999999999,4.404999999999987,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.02172823218997,88.23000000000002,87.33522427440633,7.598073878627972,86.555,6.540000000000006,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.12555084745763,88.23,86.94002118644066,7.664872881355905,86.555,6.540000000000006,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.03632352941177,88.23000000000002,84.97665441176471,7.513676470588223,86.555,6.540000000000006,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_LOW,AVI typical clearance −20%,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.71316666666667,88.23,88.20208333333333,7.808499999999995,86.555,6.540000000000006,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",93.65485488126649,67.125,66.17234828496042,-6.631781002638519,63.470000000000006,-2.954999999999991,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.5652966101695,67.125,66.08457627118645,-6.8684322033898155,63.470000000000006,-2.954999999999991,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.45033088235294,67.125,64.7,-6.742279411764713,63.470000000000006,-2.954999999999991,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.06408333333334,67.125,67.06408333333333,-7.025250000000014,63.470000000000006,-2.954999999999991,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.2425857519789,83.82000000000001,83.16320580474932,-5.249617414248036,83.42,-4.564999999999998,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.22625000000002,83.82000000000001,82.66237288135594,-5.2924788135593275,83.42,-4.564999999999998,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.11161764705881,83.82,80.775625,-5.187757352941176,83.42,-4.564999999999998,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.76208333333334,83.82,83.81333333333332,-5.390999999999991,83.42,-4.564999999999998,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.4327308707124,82.405,81.8215171503958,-5.607638522427422,82.255,-5.280000000000001,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.30724576271186,82.40499999999999,81.29006355932202,-5.626970338983071,82.255,-5.280000000000001,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16680147058821,82.405,79.42547794117647,-5.514117647058825,82.255,-5.280000000000001,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80858333333335,82.405,82.4025,-5.72741666666667,82.255,-5.280000000000001,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.59763852242745,81.88499999999999,81.3546437994723,-6.136081794195249,81.8,-5.960000000000008,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.37855932203391,81.88499999999999,80.79597457627116,-6.143495762711893,81.8,-5.960000000000008,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.21154411764707,81.885,78.9320588235294,-6.0185294117647175,81.8,-5.960000000000008,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.84516666666667,81.88499999999999,81.88358333333332,-6.25008333333335,81.8,-5.960000000000008,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.02172823218997,72.21000000000001,71.6961741424802,-8.040976253298155,72.13000000000001,-7.884999999999991,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.12555084745763,72.21000000000001,71.22915254237287,-8.045995762711883,72.13000000000001,-7.884999999999991,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.03632352941177,72.21000000000001,69.58080882352942,-7.8821691176470665,72.13000000000001,-7.884999999999991,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
AVI_CL_HIGH,AVI typical clearance +20%,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.71316666666667,72.21,72.20866666666666,-8.18491666666668,72.13000000000001,-7.884999999999991,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",94.82230870712402,76.63499999999999,75.13470976253299,2.3305804749340524,68.62,2.1950000000000074,8.035,-1.3849999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",96.54555084745765,76.63499999999999,75.30745762711865,2.3544491525423865,68.62,2.1950000000000074,8.035,-1.3849999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",95.10669117647058,76.63499999999998,73.74687499999997,2.3045955882352587,68.62,2.1950000000000074,8.035,-1.3849999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.69575,76.63499999999998,76.50141666666664,2.4120833333332996,68.62,2.1950000000000074,8.035,-1.3849999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.74441952506595,93.82499999999999,92.9925857519789,4.579762532981533,93.05499999999999,5.069999999999993,5.36,-4.259999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.44843220338984,93.82500000000002,92.4898093220339,4.534957627118644,93.05499999999999,5.069999999999993,5.36,-4.259999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.23055147058824,93.82499999999997,90.37180147058822,4.408419117647043,93.05499999999999,5.069999999999993,5.36,-4.259999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.91275000000002,93.825,93.81216666666667,4.60783333333336,93.05499999999999,5.069999999999993,5.36,-4.259999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.88410290237466,93.02499999999999,92.29047493403695,4.861319261213723,92.78,5.2450000000000045,6.0600000000000005,-4.604999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.49745762711866,93.025,91.73207627118643,4.8150423728813365,92.78,5.2450000000000045,6.0600000000000005,-4.604999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.26088235294118,93.025,89.61610294117648,4.6765073529411865,92.78,5.2450000000000045,6.0600000000000005,-4.604999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.93516666666667,93.025,93.02091666666668,4.891000000000005,92.78,5.2450000000000045,6.0600000000000005,-4.604999999999999,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",99.01861477572558,93.01499999999999,92.3403957783641,4.849670184696549,92.89500000000001,5.135000000000005,7.1499999999999995,-4.670000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.54735169491528,93.015,91.74372881355934,4.804258474576287,92.89500000000001,5.135000000000005,7.1499999999999995,-4.670000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.2879411764706,93.01499999999999,89.6122426470588,4.661654411764687,92.89500000000001,5.135000000000005,7.1499999999999995,-4.670000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.95633333333333,93.01500000000001,93.013,4.879333333333335,92.89500000000001,5.135000000000005,7.1499999999999995,-4.670000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.56893139841691,85.88500000000002,85.16320580474937,5.42605540897101,85.76,5.7450000000000045,3.2199999999999998,-3.825,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.38523305084748,85.885,84.67610169491526,5.400953389830505,85.76,5.7450000000000045,3.2199999999999998,-3.825,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.19466911764707,85.88499999999999,82.73316176470588,5.270183823529393,85.76,5.7450000000000045,3.2199999999999998,-3.825,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_LOW,Both IIV SDs −20%,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.88758333333334,85.885,85.88291666666667,5.4893333333333345,85.76,5.7450000000000045,3.2199999999999998,-3.825,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",92.27108179419525,72.13000000000002,70.78600263852243,-2.018126649076507,64.645,-1.7800000000000011,10.895000000000001,1.4750000000000014,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",94.26120762711867,72.13000000000002,70.9092372881356,-2.043771186440665,64.645,-1.7800000000000011,10.895000000000001,1.4750000000000014,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",93.45926470588235,72.13000000000002,69.45073529411765,-1.9915441176470665,64.645,-1.7800000000000011,10.895000000000001,1.4750000000000014,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",97.27325000000002,72.13000000000002,71.9955,-2.093833333333336,64.645,-1.7800000000000011,10.895000000000001,1.4750000000000014,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",97.5084432717678,85.20000000000003,84.38430079155673,-4.028522427440635,83.275,-4.709999999999994,13.96,4.340000000000002,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",97.8071186440678,85.2,83.98773305084745,-3.96711864406781,83.275,-4.709999999999994,13.96,4.340000000000002,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",95.87007352941177,85.19999999999999,82.12055147058824,-3.842830882352942,83.275,-4.709999999999994,13.96,4.340000000000002,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.48233333333333,85.2,85.16791666666667,-4.036416666666639,83.275,-4.709999999999994,13.96,4.340000000000002,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",97.73121372031662,83.96500000000002,83.25122691292874,-4.177928759894485,82.69,-4.844999999999999,14.99,4.325000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",97.92122881355931,83.96500000000002,82.80264830508476,-4.114385593220334,82.69,-4.844999999999999,14.99,4.325000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",95.95128676470588,83.96500000000002,80.9569117647059,-3.982683823529399,82.69,-4.844999999999999,14.99,4.325000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.54991666666668,83.965,83.94375000000001,-4.186166666666665,82.69,-4.844999999999999,14.99,4.325000000000001,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.03038258575197,83.69,83.06534300791556,-4.42538258575199,83.005,-4.75500000000001,16.259999999999998,4.439999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.09271186440678,83.69000000000001,82.56313559322035,-4.376334745762705,83.005,-4.75500000000001,16.259999999999998,4.439999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.06882352941177,83.69,80.71669117647059,-4.23389705882353,83.005,-4.75500000000001,16.259999999999998,4.439999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.65158333333333,83.69000000000001,83.67858333333334,-4.455083333333334,83.005,-4.75500000000001,16.259999999999998,4.439999999999998,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",97.19365435356201,76.105,75.47427440633246,-4.262875989445902,75.32,-4.695000000000007,11.225,4.18,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",97.63305084745762,76.10500000000002,75.05095338983051,-4.224194915254245,75.32,-4.695000000000007,11.225,4.18,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",95.74216911764707,76.10499999999999,73.36183823529412,-4.101139705882375,75.32,-4.695000000000007,11.225,4.18,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
IIV_HIGH,Both IIV SDs +20%,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.38308333333333,76.105,76.09191666666668,-4.301666666666662,75.32,-4.695000000000007,11.225,4.18,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",93.65485488126649,74.59999999999998,71.98555408970977,-0.8185751978891744,59.675,-6.75,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.5652966101695,74.60000000000001,72.66811440677965,-0.2848940677966141,59.675,-6.75,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.45033088235294,74.6,71.38654411764705,-0.05573529411766742,59.675,-6.75,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.06408333333334,74.60000000000001,74.026,-0.06333333333334679,59.675,-6.75,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.2425857519789,89.47,88.20558047493402,-0.2072427440633362,84.21,-3.7750000000000057,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.22625000000002,89.47,88.0188559322034,0.0640042372881311,84.21,-3.7750000000000057,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.11161764705881,89.47,86.07753676470588,0.11415441176470154,84.21,-3.7750000000000057,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.76208333333334,89.47000000000001,89.33733333333333,0.133000000000024,84.21,-3.7750000000000057,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.4327308707124,88.52499999999999,87.43160949868076,0.0024538258575290683,84.5,-3.0349999999999966,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.30724576271186,88.525,87.15245762711861,0.23542372881351525,84.5,-3.0349999999999966,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16680147058821,88.52499999999999,85.21231617647057,0.27272058823527345,84.5,-3.0349999999999966,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80858333333335,88.52499999999999,88.42716666666666,0.29724999999999113,84.5,-3.0349999999999966,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.59763852242745,87.74499999999998,86.77585751978891,-0.7148680738786339,84.375,-3.385000000000005,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.37855932203391,87.74499999999999,86.43459745762712,-0.5048728813559364,84.375,-3.385000000000005,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.21154411764707,87.74499999999999,84.49172794117646,-0.45886029411765605,84.375,-3.385000000000005,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
