Scenario,Description,Regimen,EKFC,Dose g,Interval h,Distribution ID,Distribution,CAZ CFR %,AVI weighted %,Joint CFR %,Δ Joint CFR pp,Joint PTA MIC4 %,Δ MIC4 pp,Toxicity %,Δ Toxicity pp,Origin class,Transformation,Review state
RHO_050,Random-effect correlation = 0.50,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.84516666666667,87.74499999999999,87.67233333333333,-0.4613333333333429,84.375,-3.385000000000005,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.02172823218997,80.60999999999999,79.45488126649076,-0.28226912928759873,75.805,-4.209999999999994,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.12555084745763,80.60999999999999,79.30004237288134,0.024894067796580543,75.805,-4.209999999999994,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.03632352941177,80.61,77.54279411764705,0.07981617647055828,75.805,-4.209999999999994,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_050,Random-effect correlation = 0.50,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.71316666666667,80.61,80.49616666666667,0.10258333333332814,75.805,-4.209999999999994,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",93.65485488126649,74.42499999999998,70.55718997361477,-2.2469393139841713,54.574999999999996,-11.850000000000001,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.5652966101695,74.425,71.64817796610168,-1.3048305084745806,54.574999999999996,-11.850000000000001,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.45033088235294,74.425,70.65742647058822,-0.7848529411764957,54.574999999999996,-11.850000000000001,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.06408333333334,74.42499999999998,73.30758333333333,-0.7817500000000166,54.574999999999996,-11.850000000000001,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.2425857519789,89.55999999999999,88.00085751978892,-0.4119656992084373,82.245,-5.739999999999995,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.22625000000002,89.56000000000002,87.97625000000002,0.021398305084758817,82.245,-5.739999999999995,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.11161764705881,89.55999999999997,86.08128676470588,0.11790441176469812,82.245,-5.739999999999995,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.76208333333334,89.55999999999999,89.34908333333333,0.14475000000001614,82.245,-5.739999999999995,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.4327308707124,88.85499999999999,87.46660949868075,0.03745382585752566,82.81500000000001,-4.719999999999985,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.30724576271186,88.85499999999998,87.34838983050848,0.4313559322033882,82.81500000000001,-4.719999999999985,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16680147058821,88.85499999999998,85.44838235294117,0.5087867647058744,82.81500000000001,-4.719999999999985,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80858333333335,88.85499999999999,88.68183333333333,0.5519166666666564,82.81500000000001,-4.719999999999985,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.59763852242745,87.885,86.65047493403694,-0.8402506596306125,82.685,-5.075000000000003,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.37855932203391,87.885,86.46004237288138,-0.4794279661016816,82.685,-5.075000000000003,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.21154411764707,87.88499999999999,84.55573529411764,-0.39485294117648095,82.685,-5.075000000000003,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.84516666666667,87.88499999999999,87.74883333333334,-0.3848333333333329,82.685,-5.075000000000003,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.02172823218997,80.92999999999999,79.3421635883905,-0.39498680738785197,73.24000000000001,-6.7749999999999915,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.12555084745763,80.93,79.41872881355934,0.14358050847458514,73.24000000000001,-6.7749999999999915,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.03632352941177,80.92999999999999,77.72735294117646,0.2643749999999727,73.24000000000001,-6.7749999999999915,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
RHO_000,Random-effect correlation = 0,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.71316666666667,80.92999999999999,80.69991666666668,0.3063333333333418,73.24000000000001,-6.7749999999999915,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",92.95058047493403,74.22,72.59118733509233,-0.2129419525066112,64.275,-2.1499999999999915,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.07722457627119,74.22,72.8825,-0.07050847457627185,64.275,-2.1499999999999915,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.10573529411765,74.22000000000001,71.38213235294118,-0.06014705882353155,64.275,-2.1499999999999915,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",97.76033333333334,74.22,74.052,-0.03733333333333633,64.275,-2.1499999999999915,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",97.99525065963063,89.22500000000001,88.29608179419527,-0.11674142480208616,87.165,-0.8199999999999932,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.11580508474576,89.22500000000001,87.9147033898305,-0.040148305084755975,87.165,-0.8199999999999932,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.03555147058823,89.22500000000001,85.93507352941177,-0.02830882352941444,87.165,-0.8199999999999932,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.70166666666667,89.22499999999998,89.19066666666664,-0.013666666666665606,87.165,-0.8199999999999932,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.20642480211083,88.14,87.3361741424802,-0.09298153034302459,86.98,-0.5549999999999926,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.21163135593221,88.14000000000003,86.8839618644068,-0.03307203389829283,86.98,-0.5549999999999926,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.09856617647058,88.13999999999999,84.91580882352942,-0.02378676470587493,86.98,-0.5549999999999926,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.75775,88.14,88.12066666666668,-0.00924999999999443,86.98,-0.5549999999999926,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.42505277044854,88.14,87.42143799472295,-0.06928759894459802,87.45,-0.3100000000000023,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.30796610169493,88.14000000000003,86.91375000000002,-0.025720338983035163,87.45,-0.3100000000000023,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16143382352942,88.13999999999999,84.93158088235293,-0.019007352941187605,87.45,-0.3100000000000023,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80950000000001,88.14,88.1285,-0.005166666666667652,87.45,-0.3100000000000023,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",97.73579155672823,80.39999999999998,79.65771767810025,-0.07943271767810245,79.625,-0.39000000000000057,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",97.99718220338983,80.4,79.24766949152544,-0.027478813559312698,79.625,-0.39000000000000057,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",95.95566176470587,80.40000000000003,77.449375,-0.013602941176486638,79.625,-0.39000000000000057,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_LOW,CAZ unbound fraction = 0.80,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.638,80.4,80.38708333333334,-0.006500000000002615,79.625,-0.39000000000000057,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",94.2840765171504,74.22,72.9974142480211,0.1932849604221616,68.34,1.9150000000000063,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.97987288135593,74.22,73.01652542372881,0.06351694915254313,68.34,1.9150000000000063,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.73426470588235,74.22000000000001,71.49470588235295,0.052426470588230245,68.34,1.9150000000000063,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.32233333333335,74.22,74.122,0.03266666666665685,68.34,1.9150000000000063,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.43445910290237,89.22500000000001,88.48616094986808,0.07333773087071904,88.36500000000001,0.38000000000000966,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.31148305084747,89.22500000000001,87.98141949152541,0.026567796610152072,88.36500000000001,0.38000000000000966,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16959558823528,89.22500000000001,85.98198529411765,0.01860294117646788,88.36500000000001,0.38000000000000966,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80816666666666,89.22499999999998,89.21066666666665,0.006333333333344626,88.36500000000001,0.38000000000000966,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.6153562005277,88.14,87.49027704485488,0.06112137203164991,87.74,0.2049999999999983,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.38756355932205,88.14000000000003,86.94044491525425,0.023411016949154373,87.74,0.2049999999999983,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.22180147058822,88.13999999999999,84.95676470588235,0.01716911764705742,87.74,0.2049999999999983,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.85091666666668,88.14,88.13333333333334,0.0034166666666664014,87.74,0.2049999999999983,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.74783641160948,88.14,87.5472295514512,0.05650395778364725,87.94,0.1799999999999926,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.44000000000003,88.14000000000003,86.96150423728815,0.0220338983050965,87.94,0.1799999999999926,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.25683823529411,88.13999999999999,84.96819852941175,0.017610294117631042,87.94,0.1799999999999926,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.87475,88.14,88.13666666666667,0.0030000000000001137,87.94,0.1799999999999926,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R13,121–150,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.2429419525066,80.39999999999998,79.79817941952506,0.061029023746698385,80.215,0.20000000000000284,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R13,121–150,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.22226694915257,80.4,79.29802966101697,0.02288135593221341,80.215,0.20000000000000284,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R13,121–150,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.10033088235294,80.40000000000003,77.4764705882353,0.013492647058811258,80.215,0.20000000000000284,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_CAZ_HIGH,CAZ unbound fraction = 0.90,R13,121–150,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.76683333333334,80.4,80.39691666666667,0.0033333333333303017,80.215,0.20000000000000284,7.045,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R1,0–30,0.625,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",93.65485488126649,72.09999999999998,70.84568601583113,-1.9584432717678055,65.805,-0.6199999999999903,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R1,0–30,0.625,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",95.5652966101695,72.1,70.90813559322034,-2.0448728813559285,65.805,-0.6199999999999903,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R1,0–30,0.625,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",94.45033088235294,72.10000000000001,69.43386029411765,-2.0084191176470654,65.805,-0.6199999999999903,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R1,0–30,0.625,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",98.06408333333334,72.10000000000001,71.99508333333334,-2.0942500000000024,65.805,-0.6199999999999903,9.42,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R8,31–60,2.5,12,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.2425857519789,87.675,86.91427440633245,-1.4985488126649074,86.75500000000001,-1.2299999999999898,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R8,31–60,2.5,12,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.22625000000002,87.675,86.43921610169491,-1.5156355932203525,86.75500000000001,-1.2299999999999898,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R8,31–60,2.5,12,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.11161764705881,87.67500000000001,84.47742647058823,-1.485955882352954,86.75500000000001,-1.2299999999999898,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R8,31–60,2.5,12,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.76208333333334,87.67500000000001,87.65966666666667,-1.544666666666643,86.75500000000001,-1.2299999999999898,9.62,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R10,61–90,2.5,8,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.4327308707124,86.58500000000001,85.9150263852243,-1.5141292875989336,86.175,-1.3599999999999994,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R10,61–90,2.5,8,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.30724576271186,86.58500000000002,85.39326271186442,-1.5237711864406691,86.175,-1.3599999999999994,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R10,61–90,2.5,8,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.16680147058821,86.585,83.4460661764706,-1.4935294117646976,86.175,-1.3599999999999994,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R10,61–90,2.5,8,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.80858333333335,86.58500000000001,86.57816666666668,-1.5517499999999984,86.175,-1.3599999999999994,10.665,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R12,91–120,2.5,6,LEE2022_KPC_KP,"KPC-like CR-K. pneumoniae, ATLAS 2020",98.59763852242745,86.31,85.70093667546175,-1.7897889182058009,86.08,-1.6800000000000068,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R12,91–120,2.5,6,LEE2022_OXA_KP,"OXA-like CR-K. pneumoniae, ATLAS 2020",98.37855932203391,86.31,85.14372881355932,-1.795741525423736,86.08,-1.6800000000000068,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R12,91–120,2.5,6,INDIA2022_OXA48_KP,"OXA-48-like CR-K. pneumoniae, India",96.21154411764707,86.31,83.19117647058825,-1.7594117647058738,86.08,-1.6800000000000068,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
FU_AVI_LOW,AVI unbound fraction = 0.87,R12,91–120,2.5,6,FR2024_OXA484_SERINE_ONLY,"French OXA-484 Enterobacterales, serine-only",99.84516666666667,86.31000000000002,86.30616666666668,-1.8274999999999864,86.08,-1.6800000000000068,11.82,0,MODEL_INFERRED,SCENARIO_GENERATION,USER_REVIEW_REQUIRED
