scenario,regimen,distribution_id,base_joint_cfr_pct,scenario_joint_cfr_pct,delta_joint_cfr_pp,base_toxicity_pct,scenario_toxicity_pct
IIV_HIGH,R10,LEE2022_OXA_KP,87.17175847457628,83.11188559322034,-4.059872881355943,10.71,15.055
IIV_HIGH,R10,INDIA2022_OXA48_KP,85.18297794117646,81.25470588235295,-3.9282720588235094,10.71,15.055
IIV_HIGH,R10,FR2024_OXA484_SERINE_ONLY,88.38483333333332,84.24999999999999,-4.134833333333333,10.71,15.055
IIV_HIGH,R12,LEE2022_KPC_KP,87.77224274406333,83.45064643799472,-4.321596306068614,12.19,16.675
IIV_HIGH,R12,LEE2022_OXA_KP,87.21313559322033,82.94080508474575,-4.272330508474582,12.19,16.675
IIV_HIGH,R12,INDIA2022_OXA48_KP,85.21536764705881,81.08363970588235,-4.1317279411764645,12.19,16.675
IIV_HIGH,R12,FR2024_OXA484_SERINE_ONLY,88.40883333333332,84.05825,-4.350583333333319,12.19,16.675
IIV_HIGH,R13,LEE2022_KPC_KP,80.51998680738788,76.21761213720316,-4.302374670184719,7.21,11.07
IIV_HIGH,R13,LEE2022_OXA_KP,80.0549152542373,75.78224576271187,-4.272669491525434,7.21,11.07
IIV_HIGH,R13,INDIA2022_OXA48_KP,78.22698529411764,74.0747794117647,-4.152205882352945,7.21,11.07
IIV_HIGH,R13,FR2024_OXA484_SERINE_ONLY,81.18308333333333,76.83341666666665,-4.349666666666678,7.21,11.07
RHO_050,R1,LEE2022_KPC_KP,73.50026385224272,72.14548812664908,-1.3547757255936403,9.28,9.28
RHO_050,R1,LEE2022_OXA_KP,73.64296610169494,72.78023305084747,-0.8627330508474671,9.28,9.28
RHO_050,R1,INDIA2022_OXA48_KP,72.1160661764706,71.48647058823529,-0.6295955882353041,9.28,9.28
RHO_050,R1,FR2024_OXA484_SERINE_ONLY,74.78941666666668,74.14541666666666,-0.6440000000000197,9.28,9.28
RHO_050,R8,LEE2022_KPC_KP,88.60091029023748,88.27774406332453,-0.32316622691294583,9.16,9.16
RHO_050,R8,LEE2022_OXA_KP,88.12885593220338,88.06120762711866,-0.06764830508471675,9.16,9.16
RHO_050,R8,INDIA2022_OXA48_KP,86.13003676470588,86.10610294117646,-0.02393382352941842,9.16,9.16
RHO_050,R8,FR2024_OXA484_SERINE_ONLY,89.37675,89.37,-0.006749999999996703,9.16,9.16
RHO_050,R10,LEE2022_KPC_KP,87.69290237467017,87.61204485488126,-0.08085751978890698,10.71,10.71
RHO_050,R10,LEE2022_OXA_KP,87.17175847457628,87.32237288135595,0.15061440677966687,10.71,10.71
RHO_050,R10,INDIA2022_OXA48_KP,85.18297794117646,85.36680147058824,0.18382352941178226,10.71,10.71
RHO_050,R10,FR2024_OXA484_SERINE_ONLY,88.38483333333332,88.59241666666668,0.20758333333336054,10.71,10.71
RHO_050,R12,LEE2022_KPC_KP,87.77224274406333,87.09645118733509,-0.6757915567282424,12.19,12.19
