caz_css_floor_multiple_of_mic,caz_css_ceiling_mg_l,avi_css_floor_mg_l,window_closes_at_mic_mg_l,multiple_of_clinical_breakpoint,depends_on_pk_model,depends_on
4.71,104.0,4.35,22.1,2.8,no,"unbound fraction, target multiple, exposure ceiling"
