model,bsv,regimen,ekfc_class,dose_g,interval_h,mic_mg_l,caz_pta_pct,avi_attainment_pct,joint_pta_pct,toxicity_pct,limiting_component
M3_Registrational,structural,R1,0–30,0.625,12,1,99.885,74.685,74.685,24.635,avibactam
M3_Registrational,structural,R1,0–30,0.625,12,2,98.055,74.685,74.685,24.635,avibactam
M3_Registrational,structural,R1,0–30,0.625,12,4,86.895,74.685,74.565,24.635,avibactam
M3_Registrational,structural,R1,0–30,0.625,12,8,61.419999999999995,74.685,61.085,24.635,ceftazidime
M3_Registrational,structural,R1,0–30,0.625,12,16,34.04,74.685,34.04,24.635,ceftazidime
M3_Registrational,structural,R1,0–30,0.625,12,32,17.085,74.685,17.085,24.635,ceftazidime
M3_Registrational,structural,R1,0–30,0.625,12,64,8.555,74.685,8.555,24.635,ceftazidime
M3_Registrational,structural,R2,0–30,0.625,8,0.0625,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,0.125,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,0.25,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,0.5,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,1,99.98,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,2,99.535,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,4,95.11500000000001,87.0,86.96000000000001,36.730000000000004,avibactam
M3_Registrational,structural,R2,0–30,0.625,8,8,77.53,87.0,77.31,36.730000000000004,ceftazidime
M3_Registrational,structural,R2,0–30,0.625,8,16,49.1,87.0,49.1,36.730000000000004,ceftazidime
M3_Registrational,structural,R2,0–30,0.625,8,32,25.540000000000003,87.0,25.540000000000003,36.730000000000004,ceftazidime
M3_Registrational,structural,R2,0–30,0.625,8,64,12.895000000000001,87.0,12.895000000000001,36.730000000000004,ceftazidime
M3_Registrational,structural,R5,31–60,0.625,8,0.0625,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,0.125,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,0.25,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,0.5,99.98,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,1,99.16,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,2,90.47,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,4,59.294999999999995,39.074999999999996,38.73,0.8049999999999999,avibactam
M3_Registrational,structural,R5,31–60,0.625,8,8,20.155,39.074999999999996,19.939999999999998,0.8049999999999999,ceftazidime
M3_Registrational,structural,R5,31–60,0.625,8,16,2.71,39.074999999999996,2.71,0.8049999999999999,ceftazidime
M3_Registrational,structural,R5,31–60,0.625,8,32,0.12,39.074999999999996,0.12,0.8049999999999999,ceftazidime
M3_Registrational,structural,R5,31–60,0.625,8,64,0.0,39.074999999999996,0.0,0.8049999999999999,ceftazidime
M3_Registrational,structural,R6,31–60,1.25,12,0.0625,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,0.125,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,0.25,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,0.5,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,1,99.78,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,2,96.055,55.135,55.135,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,4,74.895,55.135,54.87,2.415,avibactam
M3_Registrational,structural,R6,31–60,1.25,12,8,34.870000000000005,55.135,34.53,2.415,ceftazidime
M3_Registrational,structural,R6,31–60,1.25,12,16,6.710000000000001,55.135,6.710000000000001,2.415,ceftazidime
M3_Registrational,structural,R6,31–60,1.25,12,32,0.5599999999999999,55.135,0.5599999999999999,2.415,ceftazidime
M3_Registrational,structural,R6,31–60,1.25,12,64,0.02,55.135,0.02,2.415,ceftazidime
M3_Registrational,structural,R7,31–60,1.25,8,0.0625,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,0.125,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,0.25,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,0.5,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,1,99.98,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,2,99.16,75.72,75.72,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,4,90.47,75.72,75.64,8.5,avibactam
M3_Registrational,structural,R7,31–60,1.25,8,8,59.294999999999995,75.72,58.879999999999995,8.5,ceftazidime
M3_Registrational,structural,R7,31–60,1.25,8,16,20.155,75.72,20.155,8.5,ceftazidime
M3_Registrational,structural,R7,31–60,1.25,8,32,2.71,75.72,2.71,8.5,ceftazidime
M3_Registrational,structural,R7,31–60,1.25,8,64,0.12,75.72,0.12,8.5,ceftazidime
M3_Registrational,structural,R8,31–60,2.5,12,0.0625,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,0.125,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,0.25,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,0.5,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,1,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,2,99.78,86.37,86.37,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,4,96.055,86.37,86.33999999999999,18.5,avibactam
M3_Registrational,structural,R8,31–60,2.5,12,8,74.895,86.37,74.455,18.5,ceftazidime
M3_Registrational,structural,R8,31–60,2.5,12,16,34.870000000000005,86.37,34.870000000000005,18.5,ceftazidime
M3_Registrational,structural,R8,31–60,2.5,12,32,6.710000000000001,86.37,6.710000000000001,18.5,ceftazidime
M3_Registrational,structural,R8,31–60,2.5,12,64,0.5599999999999999,86.37,0.5599999999999999,18.5,ceftazidime
M3_Registrational,structural,R9,61–90,2.5,12,0.0625,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,0.125,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,0.25,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,0.5,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,1,99.92999999999999,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,2,98.15,65.935,65.935,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,4,83.55,65.935,65.78,4.18,avibactam
M3_Registrational,structural,R9,61–90,2.5,12,8,45.495000000000005,65.935,45.214999999999996,4.18,ceftazidime
M3_Registrational,structural,R9,61–90,2.5,12,16,10.99,65.935,10.99,4.18,ceftazidime
M3_Registrational,structural,R9,61–90,2.5,12,32,0.95,65.935,0.95,4.18,ceftazidime
M3_Registrational,structural,R9,61–90,2.5,12,64,0.045,65.935,0.045,4.18,ceftazidime
M3_Registrational,structural,R10,61–90,2.5,8,0.0625,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,0.125,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,0.25,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,0.5,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,1,99.995,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,2,99.685,84.045,84.045,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,4,94.78999999999999,84.045,83.95,13.68,avibactam
M3_Registrational,structural,R10,61–90,2.5,8,8,70.07,84.045,69.735,13.68,ceftazidime
M3_Registrational,structural,R10,61–90,2.5,8,16,28.325,84.045,28.325,13.68,ceftazidime
M3_Registrational,structural,R10,61–90,2.5,8,32,4.735,84.045,4.735,13.68,ceftazidime
M3_Registrational,structural,R10,61–90,2.5,8,64,0.22499999999999998,84.045,0.22499999999999998,13.68,ceftazidime
M3_Registrational,structural,R11,91–120,2.5,8,0.0625,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,0.125,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,0.25,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,0.5,99.995,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,1,99.955,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,2,98.99,78.3,78.3,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,4,88.205,78.3,77.845,5.585,avibactam
M3_Registrational,structural,R11,91–120,2.5,8,8,52.935,78.3,52.89,5.585,ceftazidime
M3_Registrational,structural,R11,91–120,2.5,8,16,14.465,78.3,14.465,5.585,ceftazidime
M3_Registrational,structural,R11,91–120,2.5,8,32,1.375,78.3,1.375,5.585,ceftazidime
M3_Registrational,structural,R11,91–120,2.5,8,64,0.025,78.3,0.025,5.585,ceftazidime
M3_Registrational,structural,R12,91–120,2.5,6,0.0625,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,0.125,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,0.25,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,0.5,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,1,99.99,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,2,99.75,88.425,88.425,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,4,95.15,88.425,88.17,13.035,avibactam
M3_Registrational,structural,R12,91–120,2.5,6,8,70.065,88.425,69.99,13.035,ceftazidime
M3_Registrational,structural,R12,91–120,2.5,6,16,27.79,88.425,27.79,13.035,ceftazidime
M3_Registrational,structural,R12,91–120,2.5,6,32,4.154999999999999,88.425,4.154999999999999,13.035,ceftazidime
M3_Registrational,structural,R12,91–120,2.5,6,64,0.22499999999999998,88.425,0.22499999999999998,13.035,ceftazidime
M3_Registrational,structural,R13,121–150,2.5,6,0.0625,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,0.125,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,0.25,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,0.5,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,1,99.995,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,2,99.53,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,4,93.65,86.315,86.005,10.299999999999999,avibactam
M3_Registrational,structural,R13,121–150,2.5,6,8,64.77000000000001,86.315,64.705,10.299999999999999,ceftazidime
M3_Registrational,structural,R13,121–150,2.5,6,16,23.255,86.315,23.255,10.299999999999999,ceftazidime
M3_Registrational,structural,R13,121–150,2.5,6,32,3.0,86.315,3.0,10.299999999999999,ceftazidime
M3_Registrational,structural,R13,121–150,2.5,6,64,0.135,86.315,0.135,10.299999999999999,ceftazidime
M4_Bensman_2017,structural,R9,61–90,2.5,12,0.0625,100.0,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,0.125,100.0,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,0.25,100.0,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,0.5,99.99,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,1,99.395,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,2,91.83,36.43,36.43,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,4,60.809999999999995,36.43,36.215,0.5950000000000001,avibactam
M4_Bensman_2017,structural,R9,61–90,2.5,12,8,19.85,36.43,19.41,0.5950000000000001,ceftazidime
M4_Bensman_2017,structural,R9,61–90,2.5,12,16,2.4299999999999997,36.43,2.4299999999999997,0.5950000000000001,ceftazidime
M4_Bensman_2017,structural,R9,61–90,2.5,12,32,0.09,36.43,0.09,0.5950000000000001,ceftazidime
M4_Bensman_2017,structural,R9,61–90,2.5,12,64,0.0,36.43,0.0,0.5950000000000001,ceftazidime
M4_Bensman_2017,structural,R10,61–90,2.5,8,0.0625,100.0,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,0.125,100.0,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,0.25,100.0,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,0.5,100.0,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,1,99.94,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,2,98.005,59.425,59.425,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,4,82.055,59.425,59.345000000000006,3.325,avibactam
M4_Bensman_2017,structural,R10,61–90,2.5,8,8,42.6,59.425,42.04,3.325,ceftazidime
M4_Bensman_2017,structural,R10,61–90,2.5,8,16,9.49,59.425,9.49,3.325,ceftazidime
M4_Bensman_2017,structural,R10,61–90,2.5,8,32,0.695,59.425,0.695,3.325,ceftazidime
M4_Bensman_2017,structural,R10,61–90,2.5,8,64,0.034999999999999996,59.425,0.034999999999999996,3.325,ceftazidime
M4_Bensman_2017,structural,R11,91–120,2.5,8,0.0625,100.0,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,0.125,100.0,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,0.25,100.0,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,0.5,99.995,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,1,99.935,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,2,98.095,59.205,59.205,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,4,82.315,59.205,59.114999999999995,3.1399999999999997,avibactam
M4_Bensman_2017,structural,R11,91–120,2.5,8,8,42.605,59.205,41.730000000000004,3.1399999999999997,ceftazidime
M4_Bensman_2017,structural,R11,91–120,2.5,8,16,9.41,59.205,9.41,3.1399999999999997,ceftazidime
M4_Bensman_2017,structural,R11,91–120,2.5,8,32,0.6799999999999999,59.205,0.6799999999999999,3.1399999999999997,ceftazidime
M4_Bensman_2017,structural,R11,91–120,2.5,8,64,0.005,59.205,0.005,3.1399999999999997,ceftazidime
M4_Bensman_2017,structural,R12,91–120,2.5,6,0.0625,100.0,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,0.125,100.0,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,0.25,100.0,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,0.5,100.0,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,1,99.98,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,2,99.455,74.75,74.75,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,4,91.95,74.75,74.685,8.39,avibactam
M4_Bensman_2017,structural,R12,91–120,2.5,6,8,61.004999999999995,74.75,60.214999999999996,8.39,ceftazidime
M4_Bensman_2017,structural,R12,91–120,2.5,6,16,19.765,74.75,19.765,8.39,ceftazidime
M4_Bensman_2017,structural,R12,91–120,2.5,6,32,2.265,74.75,2.265,8.39,ceftazidime
M4_Bensman_2017,structural,R12,91–120,2.5,6,64,0.1,74.75,0.1,8.39,ceftazidime
M4_Bensman_2017,structural,R13,121–150,2.5,6,0.0625,100.0,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,0.125,100.0,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,0.25,100.0,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,0.5,100.0,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,1,99.99,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,2,99.33999999999999,74.39,74.39,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,4,92.04,74.39,74.33,8.24,avibactam
M4_Bensman_2017,structural,R13,121–150,2.5,6,8,60.45,74.39,59.605,8.24,ceftazidime
M4_Bensman_2017,structural,R13,121–150,2.5,6,16,19.875,74.39,19.875,8.24,ceftazidime
M4_Bensman_2017,structural,R13,121–150,2.5,6,32,2.385,74.39,2.385,8.24,ceftazidime
M4_Bensman_2017,structural,R13,121–150,2.5,6,64,0.09,74.39,0.09,8.24,ceftazidime
M1_Cojutti_2024,full,R1,0–30,0.625,12,0.0625,100.0,74.92,74.92,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,0.125,100.0,74.92,74.92,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,0.25,100.0,74.92,74.92,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,0.5,99.945,74.92,74.92,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,1,99.155,74.92,74.92,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,2,92.19000000000001,74.92,74.91,9.28,avibactam
M1_Cojutti_2024,full,R1,0–30,0.625,12,4,68.735,74.92,67.175,9.28,ceftazidime
M1_Cojutti_2024,full,R1,0–30,0.625,12,8,35.93,74.92,35.93,9.28,ceftazidime
M1_Cojutti_2024,full,R1,0–30,0.625,12,16,14.549999999999999,74.92,14.549999999999999,9.28,ceftazidime
M1_Cojutti_2024,full,R1,0–30,0.625,12,32,5.28,74.92,5.28,9.28,ceftazidime
M1_Cojutti_2024,full,R1,0–30,0.625,12,64,2.03,74.92,2.03,9.28,ceftazidime
M1_Cojutti_2024,full,R2,0–30,0.625,8,0.0625,100.0,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,0.125,100.0,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,0.25,100.0,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,0.5,100.0,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,1,99.885,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,2,97.72,87.395,87.395,16.185,avibactam
M1_Cojutti_2024,full,R2,0–30,0.625,8,4,84.71,87.395,83.23,16.185,ceftazidime
M1_Cojutti_2024,full,R2,0–30,0.625,8,8,54.67999999999999,87.395,54.67999999999999,16.185,ceftazidime
M1_Cojutti_2024,full,R2,0–30,0.625,8,16,24.865000000000002,87.395,24.865000000000002,16.185,ceftazidime
M1_Cojutti_2024,full,R2,0–30,0.625,8,32,9.790000000000001,87.395,9.790000000000001,16.185,ceftazidime
M1_Cojutti_2024,full,R2,0–30,0.625,8,64,3.615,87.395,3.615,16.185,ceftazidime
M1_Cojutti_2024,full,R5,31–60,0.625,8,0.0625,100.0,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,0.125,100.0,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,0.25,100.0,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,0.5,99.945,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,1,97.925,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,2,82.875,44.98,44.98,0.22999999999999998,avibactam
M1_Cojutti_2024,full,R5,31–60,0.625,8,4,44.315,44.98,39.26,0.22999999999999998,ceftazidime
M1_Cojutti_2024,full,R5,31–60,0.625,8,8,10.135,44.98,10.135,0.22999999999999998,ceftazidime
M1_Cojutti_2024,full,R5,31–60,0.625,8,16,0.975,44.98,0.975,0.22999999999999998,ceftazidime
M1_Cojutti_2024,full,R5,31–60,0.625,8,32,0.025,44.98,0.025,0.22999999999999998,ceftazidime
M1_Cojutti_2024,full,R5,31–60,0.625,8,64,0.0,44.98,0.0,0.22999999999999998,ceftazidime
M1_Cojutti_2024,full,R6,31–60,1.25,12,0.0625,100.0,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,0.125,100.0,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,0.25,100.0,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,0.5,99.995,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,1,99.41499999999999,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,2,91.97999999999999,61.004999999999995,61.004999999999995,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,4,62.165000000000006,61.004999999999995,56.410000000000004,0.855,avibactam
M1_Cojutti_2024,full,R6,31–60,1.25,12,8,21.705,61.004999999999995,21.695,0.855,ceftazidime
M1_Cojutti_2024,full,R6,31–60,1.25,12,16,2.8649999999999998,61.004999999999995,2.8649999999999998,0.855,ceftazidime
M1_Cojutti_2024,full,R6,31–60,1.25,12,32,0.165,61.004999999999995,0.165,0.855,ceftazidime
M1_Cojutti_2024,full,R6,31–60,1.25,12,64,0.0,61.004999999999995,0.0,0.855,ceftazidime
M1_Cojutti_2024,full,R7,31–60,1.25,8,0.0625,100.0,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,0.125,100.0,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,0.25,100.0,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,0.5,100.0,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,1,99.945,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,2,97.925,80.35,80.35,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,4,82.875,80.35,77.885,3.73,avibactam
M1_Cojutti_2024,full,R7,31–60,1.25,8,8,44.315,80.35,44.31,3.73,ceftazidime
M1_Cojutti_2024,full,R7,31–60,1.25,8,16,10.135,80.35,10.135,3.73,ceftazidime
M1_Cojutti_2024,full,R7,31–60,1.25,8,32,0.975,80.35,0.975,3.73,ceftazidime
M1_Cojutti_2024,full,R7,31–60,1.25,8,64,0.025,80.35,0.025,3.73,ceftazidime
M1_Cojutti_2024,full,R8,31–60,2.5,12,0.0625,100.0,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,0.125,100.0,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,0.25,100.0,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,0.5,100.0,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,1,99.995,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,2,99.41499999999999,89.395,89.395,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,4,91.97999999999999,89.395,88.3,9.16,avibactam
M1_Cojutti_2024,full,R8,31–60,2.5,12,8,62.165000000000006,89.395,62.144999999999996,9.16,ceftazidime
M1_Cojutti_2024,full,R8,31–60,2.5,12,16,21.705,89.395,21.705,9.16,ceftazidime
M1_Cojutti_2024,full,R8,31–60,2.5,12,32,2.8649999999999998,89.395,2.8649999999999998,9.16,ceftazidime
M1_Cojutti_2024,full,R8,31–60,2.5,12,64,0.165,89.395,0.165,9.16,ceftazidime
M1_Cojutti_2024,full,R9,61–90,2.5,12,0.0625,100.0,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,0.125,100.0,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,0.25,100.0,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,0.5,100.0,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,1,99.92,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,2,97.39999999999999,73.175,73.175,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,4,80.035,73.175,71.67,2.88,avibactam
M1_Cojutti_2024,full,R9,61–90,2.5,12,8,40.044999999999995,73.175,40.04,2.88,ceftazidime
M1_Cojutti_2024,full,R9,61–90,2.5,12,16,8.43,73.175,8.43,2.88,ceftazidime
M1_Cojutti_2024,full,R9,61–90,2.5,12,32,0.58,73.175,0.58,2.88,ceftazidime
M1_Cojutti_2024,full,R9,61–90,2.5,12,64,0.034999999999999996,73.175,0.034999999999999996,2.88,ceftazidime
M1_Cojutti_2024,full,R10,61–90,2.5,8,0.0625,100.0,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,0.125,100.0,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,0.25,100.0,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,0.5,100.0,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,1,99.995,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,2,99.575,88.395,88.395,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,4,93.22500000000001,88.395,87.785,10.71,avibactam
M1_Cojutti_2024,full,R10,61–90,2.5,8,8,65.035,88.395,65.02,10.71,ceftazidime
M1_Cojutti_2024,full,R10,61–90,2.5,8,16,23.615,88.395,23.615,10.71,ceftazidime
M1_Cojutti_2024,full,R10,61–90,2.5,8,32,3.335,88.395,3.335,10.71,ceftazidime
M1_Cojutti_2024,full,R10,61–90,2.5,8,64,0.1,88.395,0.1,10.71,ceftazidime
M1_Cojutti_2024,full,R11,91–120,2.5,8,0.0625,100.0,78.125,78.125,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,0.125,100.0,78.125,78.125,5.005,avibactam
