model,bsv,regimen,ekfc_class,dose_g,interval_h,mic_mg_l,caz_pta_pct,avi_attainment_pct,joint_pta_pct,toxicity_pct,limiting_component
M1_Cojutti_2024,full,R11,91–120,2.5,8,0.25,100.0,78.125,78.125,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,0.5,99.995,78.125,78.125,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,1,99.955,78.125,78.125,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,2,98.80499999999999,78.125,78.125,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,4,87.095,78.125,77.46,5.005,avibactam
M1_Cojutti_2024,full,R11,91–120,2.5,8,8,50.68,78.125,50.654999999999994,5.005,ceftazidime
M1_Cojutti_2024,full,R11,91–120,2.5,8,16,13.345,78.125,13.345,5.005,ceftazidime
M1_Cojutti_2024,full,R11,91–120,2.5,8,32,1.24,78.125,1.24,5.005,ceftazidime
M1_Cojutti_2024,full,R11,91–120,2.5,8,64,0.015,78.125,0.015,5.005,ceftazidime
M1_Cojutti_2024,full,R12,91–120,2.5,6,0.0625,100.0,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,0.125,100.0,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,0.25,100.0,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,0.5,100.0,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,1,99.99,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,2,99.71,88.41499999999999,88.41499999999999,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,4,94.54,88.41499999999999,88.045,12.19,avibactam
M1_Cojutti_2024,full,R12,91–120,2.5,6,8,68.195,88.41499999999999,68.125,12.19,ceftazidime
M1_Cojutti_2024,full,R12,91–120,2.5,6,16,26.029999999999998,88.41499999999999,26.029999999999998,12.19,ceftazidime
M1_Cojutti_2024,full,R12,91–120,2.5,6,32,3.7249999999999996,88.41499999999999,3.7249999999999996,12.19,ceftazidime
M1_Cojutti_2024,full,R12,91–120,2.5,6,64,0.19499999999999998,88.41499999999999,0.19499999999999998,12.19,ceftazidime
M1_Cojutti_2024,full,R13,121–150,2.5,6,0.0625,100.0,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,0.125,100.0,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,0.25,100.0,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,0.5,100.0,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,1,99.985,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,2,99.205,81.19,81.19,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,4,90.55499999999999,81.19,80.77499999999999,7.21,avibactam
M1_Cojutti_2024,full,R13,121–150,2.5,6,8,57.330000000000005,81.19,57.230000000000004,7.21,ceftazidime
M1_Cojutti_2024,full,R13,121–150,2.5,6,16,17.51,81.19,17.51,7.21,ceftazidime
M1_Cojutti_2024,full,R13,121–150,2.5,6,32,2.03,81.19,2.03,7.21,ceftazidime
M1_Cojutti_2024,full,R13,121–150,2.5,6,64,0.055,81.19,0.055,7.21,ceftazidime
M2_Chen_2025,full,R1,0–30,0.625,12,0.0625,100.0,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,0.125,100.0,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,0.25,100.0,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,0.5,100.0,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,1,99.91499999999999,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,2,97.65,76.175,76.175,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,4,78.615,76.175,73.48,4.825,avibactam
M2_Chen_2025,full,R1,0–30,0.625,12,8,37.245,76.175,37.245,4.825,ceftazidime
M2_Chen_2025,full,R1,0–30,0.625,12,16,10.105,76.175,10.105,4.825,ceftazidime
M2_Chen_2025,full,R1,0–30,0.625,12,32,2.165,76.175,2.165,4.825,ceftazidime
M2_Chen_2025,full,R1,0–30,0.625,12,64,0.51,76.175,0.51,4.825,ceftazidime
M2_Chen_2025,full,R2,0–30,0.625,8,0.0625,100.0,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,0.125,100.0,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,0.25,100.0,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,0.5,100.0,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,1,99.995,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,2,99.63,90.505,90.505,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,4,93.12,90.505,89.625,12.195,avibactam
M2_Chen_2025,full,R2,0–30,0.625,8,8,62.714999999999996,90.505,62.71,12.195,ceftazidime
M2_Chen_2025,full,R2,0–30,0.625,8,16,22.93,90.505,22.93,12.195,ceftazidime
M2_Chen_2025,full,R2,0–30,0.625,8,32,5.26,90.505,5.26,12.195,ceftazidime
M2_Chen_2025,full,R2,0–30,0.625,8,64,1.13,90.505,1.13,12.195,ceftazidime
M2_Chen_2025,full,R5,31–60,0.625,8,0.0625,100.0,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,0.125,100.0,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,0.25,100.0,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,0.5,100.0,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,1,99.965,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,2,97.275,71.355,71.355,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,4,72.68,71.355,67.495,0.395,avibactam
M2_Chen_2025,full,R5,31–60,0.625,8,8,24.285,71.355,24.285,0.395,ceftazidime
M2_Chen_2025,full,R5,31–60,0.625,8,16,2.22,71.355,2.22,0.395,ceftazidime
M2_Chen_2025,full,R5,31–60,0.625,8,32,0.045,71.355,0.045,0.395,ceftazidime
M2_Chen_2025,full,R5,31–60,0.625,8,64,0.0,71.355,0.0,0.395,ceftazidime
M2_Chen_2025,full,R6,31–60,1.25,12,0.0625,100.0,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,0.125,100.0,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,0.25,100.0,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,0.5,100.0,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,1,100.0,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,2,99.35000000000001,84.885,84.885,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,4,87.58500000000001,84.885,83.10499999999999,1.955,avibactam
M2_Chen_2025,full,R6,31–60,1.25,12,8,44.135000000000005,84.885,44.135000000000005,1.955,ceftazidime
M2_Chen_2025,full,R6,31–60,1.25,12,16,6.7299999999999995,84.885,6.7299999999999995,1.955,ceftazidime
M2_Chen_2025,full,R6,31–60,1.25,12,32,0.28500000000000003,84.885,0.28500000000000003,1.955,ceftazidime
M2_Chen_2025,full,R6,31–60,1.25,12,64,0.0,84.885,0.0,1.955,ceftazidime
M2_Chen_2025,full,R7,31–60,1.25,8,0.0625,100.0,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,0.125,100.0,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,0.25,100.0,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,0.5,100.0,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,1,100.0,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,2,99.965,95.48,95.48,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,4,97.275,95.48,95.05,8.99,avibactam
M2_Chen_2025,full,R7,31–60,1.25,8,8,72.68,95.48,72.675,8.99,ceftazidime
M2_Chen_2025,full,R7,31–60,1.25,8,16,24.285,95.48,24.285,8.99,ceftazidime
M2_Chen_2025,full,R7,31–60,1.25,8,32,2.22,95.48,2.22,8.99,ceftazidime
M2_Chen_2025,full,R7,31–60,1.25,8,64,0.045,95.48,0.045,8.99,ceftazidime
M2_Chen_2025,full,R8,31–60,2.5,12,0.0625,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,0.125,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,0.25,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,0.5,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,1,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,2,100.0,98.50999999999999,98.50999999999999,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,4,99.35000000000001,98.50999999999999,98.42,22.189999999999998,avibactam
M2_Chen_2025,full,R8,31–60,2.5,12,8,87.58500000000001,98.50999999999999,87.58,22.189999999999998,ceftazidime
M2_Chen_2025,full,R8,31–60,2.5,12,16,44.135000000000005,98.50999999999999,44.135000000000005,22.189999999999998,ceftazidime
M2_Chen_2025,full,R8,31–60,2.5,12,32,6.7299999999999995,98.50999999999999,6.7299999999999995,22.189999999999998,ceftazidime
M2_Chen_2025,full,R8,31–60,2.5,12,64,0.28500000000000003,98.50999999999999,0.28500000000000003,22.189999999999998,ceftazidime
M2_Chen_2025,full,R9,61–90,2.5,12,0.0625,100.0,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,0.125,100.0,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,0.25,100.0,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,0.5,100.0,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,1,100.0,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,2,99.96000000000001,96.575,96.575,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,4,98.02499999999999,96.575,96.295,11.594999999999999,avibactam
M2_Chen_2025,full,R9,61–90,2.5,12,8,76.705,96.575,76.705,11.594999999999999,ceftazidime
M2_Chen_2025,full,R9,61–90,2.5,12,16,28.15,96.575,28.15,11.594999999999999,ceftazidime
M2_Chen_2025,full,R9,61–90,2.5,12,32,2.775,96.575,2.775,11.594999999999999,ceftazidime
M2_Chen_2025,full,R9,61–90,2.5,12,64,0.065,96.575,0.065,11.594999999999999,ceftazidime
M2_Chen_2025,full,R10,61–90,2.5,8,0.0625,100.0,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,0.125,100.0,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,0.25,100.0,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,0.5,100.0,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,1,100.0,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,2,99.995,99.325,99.325,33.71,avibactam
M2_Chen_2025,full,R10,61–90,2.5,8,4,99.74499999999999,99.325,99.265,33.71,both
M2_Chen_2025,full,R10,61–90,2.5,8,8,93.28,99.325,93.28,33.71,ceftazidime
M2_Chen_2025,full,R10,61–90,2.5,8,16,57.57,99.325,57.57,33.71,ceftazidime
M2_Chen_2025,full,R10,61–90,2.5,8,32,12.855,99.325,12.855,33.71,ceftazidime
M2_Chen_2025,full,R10,61–90,2.5,8,64,0.635,99.325,0.635,33.71,ceftazidime
M2_Chen_2025,full,R11,91–120,2.5,8,0.0625,100.0,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,0.125,100.0,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,0.25,100.0,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,0.5,100.0,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,1,100.0,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,2,99.99,98.885,98.885,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,4,99.51,98.885,98.81,23.98,avibactam
M2_Chen_2025,full,R11,91–120,2.5,8,8,89.17,98.885,89.17,23.98,ceftazidime
M2_Chen_2025,full,R11,91–120,2.5,8,16,46.455,98.885,46.455,23.98,ceftazidime
M2_Chen_2025,full,R11,91–120,2.5,8,32,7.55,98.885,7.55,23.98,ceftazidime
M2_Chen_2025,full,R11,91–120,2.5,8,64,0.29,98.885,0.29,23.98,ceftazidime
M2_Chen_2025,full,R12,91–120,2.5,6,0.0625,100.0,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,0.125,100.0,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,0.25,100.0,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,0.5,100.0,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,1,100.0,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,2,99.995,99.785,99.785,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,4,99.91499999999999,99.785,99.775,43.765,both
M2_Chen_2025,full,R12,91–120,2.5,6,8,96.485,99.785,96.485,43.765,ceftazidime
M2_Chen_2025,full,R12,91–120,2.5,6,16,67.705,99.785,67.705,43.765,ceftazidime
M2_Chen_2025,full,R12,91–120,2.5,6,32,19.12,99.785,19.12,43.765,ceftazidime
M2_Chen_2025,full,R12,91–120,2.5,6,64,1.3299999999999998,99.785,1.3299999999999998,43.765,ceftazidime
M2_Chen_2025,full,R13,121–150,2.5,6,0.0625,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,0.125,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,0.25,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,0.5,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,1,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,2,100.0,99.495,99.495,35.22,avibactam
M2_Chen_2025,full,R13,121–150,2.5,6,4,99.76,99.495,99.445,35.22,both
M2_Chen_2025,full,R13,121–150,2.5,6,8,94.28,99.495,94.28,35.22,ceftazidime
M2_Chen_2025,full,R13,121–150,2.5,6,16,59.305,99.495,59.305,35.22,ceftazidime
M2_Chen_2025,full,R13,121–150,2.5,6,32,13.544999999999998,99.495,13.544999999999998,35.22,ceftazidime
M2_Chen_2025,full,R13,121–150,2.5,6,64,0.74,99.495,0.74,35.22,ceftazidime
M3_Registrational,full,R1,0–30,0.625,12,0.0625,100.0,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,0.125,100.0,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,0.25,100.0,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,0.5,100.0,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,1,99.885,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,2,98.055,74.685,74.685,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,4,86.895,74.685,74.565,24.635,avibactam
M3_Registrational,full,R1,0–30,0.625,12,8,61.419999999999995,74.685,61.085,24.635,ceftazidime
M3_Registrational,full,R1,0–30,0.625,12,16,34.04,74.685,34.04,24.635,ceftazidime
M3_Registrational,full,R1,0–30,0.625,12,32,17.085,74.685,17.085,24.635,ceftazidime
M3_Registrational,full,R1,0–30,0.625,12,64,8.555,74.685,8.555,24.635,ceftazidime
M3_Registrational,full,R2,0–30,0.625,8,0.0625,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,0.125,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,0.25,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,0.5,100.0,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,1,99.98,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,2,99.535,87.0,87.0,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,4,95.11500000000001,87.0,86.96000000000001,36.730000000000004,avibactam
M3_Registrational,full,R2,0–30,0.625,8,8,77.53,87.0,77.31,36.730000000000004,ceftazidime
M3_Registrational,full,R2,0–30,0.625,8,16,49.1,87.0,49.1,36.730000000000004,ceftazidime
M3_Registrational,full,R2,0–30,0.625,8,32,25.540000000000003,87.0,25.540000000000003,36.730000000000004,ceftazidime
M3_Registrational,full,R2,0–30,0.625,8,64,12.895000000000001,87.0,12.895000000000001,36.730000000000004,ceftazidime
M3_Registrational,full,R5,31–60,0.625,8,0.0625,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,0.125,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,0.25,100.0,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,0.5,99.98,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,1,99.16,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,2,90.47,39.074999999999996,39.074999999999996,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,4,59.294999999999995,39.074999999999996,38.73,0.8049999999999999,avibactam
M3_Registrational,full,R5,31–60,0.625,8,8,20.155,39.074999999999996,19.939999999999998,0.8049999999999999,ceftazidime
M3_Registrational,full,R5,31–60,0.625,8,16,2.71,39.074999999999996,2.71,0.8049999999999999,ceftazidime
M3_Registrational,full,R5,31–60,0.625,8,32,0.12,39.074999999999996,0.12,0.8049999999999999,ceftazidime
M3_Registrational,full,R5,31–60,0.625,8,64,0.0,39.074999999999996,0.0,0.8049999999999999,ceftazidime
M3_Registrational,full,R6,31–60,1.25,12,0.0625,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,0.125,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,0.25,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,0.5,100.0,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,1,99.78,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,2,96.055,55.135,55.135,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,4,74.895,55.135,54.87,2.415,avibactam
M3_Registrational,full,R6,31–60,1.25,12,8,34.870000000000005,55.135,34.53,2.415,ceftazidime
M3_Registrational,full,R6,31–60,1.25,12,16,6.710000000000001,55.135,6.710000000000001,2.415,ceftazidime
M3_Registrational,full,R6,31–60,1.25,12,32,0.5599999999999999,55.135,0.5599999999999999,2.415,ceftazidime
M3_Registrational,full,R6,31–60,1.25,12,64,0.02,55.135,0.02,2.415,ceftazidime
M3_Registrational,full,R7,31–60,1.25,8,0.0625,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,0.125,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,0.25,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,0.5,100.0,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,1,99.98,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,2,99.16,75.72,75.72,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,4,90.47,75.72,75.64,8.5,avibactam
M3_Registrational,full,R7,31–60,1.25,8,8,59.294999999999995,75.72,58.879999999999995,8.5,ceftazidime
M3_Registrational,full,R7,31–60,1.25,8,16,20.155,75.72,20.155,8.5,ceftazidime
M3_Registrational,full,R7,31–60,1.25,8,32,2.71,75.72,2.71,8.5,ceftazidime
M3_Registrational,full,R7,31–60,1.25,8,64,0.12,75.72,0.12,8.5,ceftazidime
M3_Registrational,full,R8,31–60,2.5,12,0.0625,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,0.125,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,0.25,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,0.5,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,1,100.0,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,2,99.78,86.37,86.37,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,4,96.055,86.37,86.33999999999999,18.5,avibactam
M3_Registrational,full,R8,31–60,2.5,12,8,74.895,86.37,74.455,18.5,ceftazidime
M3_Registrational,full,R8,31–60,2.5,12,16,34.870000000000005,86.37,34.870000000000005,18.5,ceftazidime
M3_Registrational,full,R8,31–60,2.5,12,32,6.710000000000001,86.37,6.710000000000001,18.5,ceftazidime
M3_Registrational,full,R8,31–60,2.5,12,64,0.5599999999999999,86.37,0.5599999999999999,18.5,ceftazidime
M3_Registrational,full,R9,61–90,2.5,12,0.0625,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,0.125,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,0.25,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,0.5,100.0,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,1,99.92999999999999,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,2,98.15,65.935,65.935,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,4,83.55,65.935,65.78,4.18,avibactam
M3_Registrational,full,R9,61–90,2.5,12,8,45.495000000000005,65.935,45.214999999999996,4.18,ceftazidime
M3_Registrational,full,R9,61–90,2.5,12,16,10.99,65.935,10.99,4.18,ceftazidime
M3_Registrational,full,R9,61–90,2.5,12,32,0.95,65.935,0.95,4.18,ceftazidime
M3_Registrational,full,R9,61–90,2.5,12,64,0.045,65.935,0.045,4.18,ceftazidime
M3_Registrational,full,R10,61–90,2.5,8,0.0625,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,0.125,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,0.25,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,0.5,100.0,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,1,99.995,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,2,99.685,84.045,84.045,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,4,94.78999999999999,84.045,83.95,13.68,avibactam
M3_Registrational,full,R10,61–90,2.5,8,8,70.07,84.045,69.735,13.68,ceftazidime
M3_Registrational,full,R10,61–90,2.5,8,16,28.325,84.045,28.325,13.68,ceftazidime
M3_Registrational,full,R10,61–90,2.5,8,32,4.735,84.045,4.735,13.68,ceftazidime
M3_Registrational,full,R10,61–90,2.5,8,64,0.22499999999999998,84.045,0.22499999999999998,13.68,ceftazidime
M3_Registrational,full,R11,91–120,2.5,8,0.0625,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,0.125,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,0.25,100.0,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,0.5,99.995,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,1,99.955,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,2,98.99,78.3,78.3,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,4,88.205,78.3,77.845,5.585,avibactam
M3_Registrational,full,R11,91–120,2.5,8,8,52.935,78.3,52.89,5.585,ceftazidime
M3_Registrational,full,R11,91–120,2.5,8,16,14.465,78.3,14.465,5.585,ceftazidime
M3_Registrational,full,R11,91–120,2.5,8,32,1.375,78.3,1.375,5.585,ceftazidime
M3_Registrational,full,R11,91–120,2.5,8,64,0.025,78.3,0.025,5.585,ceftazidime
M3_Registrational,full,R12,91–120,2.5,6,0.0625,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,0.125,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,0.25,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,0.5,100.0,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,1,99.99,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,2,99.75,88.425,88.425,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,4,95.15,88.425,88.17,13.035,avibactam
M3_Registrational,full,R12,91–120,2.5,6,8,70.065,88.425,69.99,13.035,ceftazidime
M3_Registrational,full,R12,91–120,2.5,6,16,27.79,88.425,27.79,13.035,ceftazidime
M3_Registrational,full,R12,91–120,2.5,6,32,4.154999999999999,88.425,4.154999999999999,13.035,ceftazidime
M3_Registrational,full,R12,91–120,2.5,6,64,0.22499999999999998,88.425,0.22499999999999998,13.035,ceftazidime
M3_Registrational,full,R13,121–150,2.5,6,0.0625,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,0.125,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,0.25,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,0.5,100.0,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,1,99.995,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,2,99.53,86.315,86.315,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,4,93.65,86.315,86.005,10.299999999999999,avibactam
M3_Registrational,full,R13,121–150,2.5,6,8,64.77000000000001,86.315,64.705,10.299999999999999,ceftazidime
